current_date,page_num,call_number,call_time,original_call_reason_action,original_call_taker,call_address,arvd_time,clrd_time,narrative_text,referenced_citation,call_taker,call_reasons,call_actions
04/01/2020,563,20-3678,1412,Phone - BURN PERMIT  LOG ENTRY REQUEST,"PATROL DAVID JENNINGS, D",,,,Narrative:  127 Henderson  71 Charles  319 Luce  249 Adams  450 Henderson  ,,"PATROL DAVID JENNINGS, D",Phone - BURN PERMIT,LOG ENTRY REQUEST
04/01/2020,563,20-3679,1427,Phone -  ANIMAL CONTROL  NO ACTION REQUIRED,"PATROL DAVID JENNINGS, D",{WIA_309]_GREEN_RIVER_RD,14:35:10,14:30:51,"Narrative  CP states 2 raccoons were chasing people. One chased him and  another chased a female.  States it was at the first entrance  by the ""new"" bridge.  Narrative  Observed one walking along road adjacent river, who ran from  me when I exited cruiser.  Last seen swimming downstream.  Appeared healthy looking.  ",,"PATROL DAVID JENNINGS, D",Phone - ANIMAL CONTROL,NO ACTION REQUIRED
04/01/2020,563,20-3680,1618,911 ~ DISTURBANCE  SERVICES RENDERED  .,DISPATCHER LAURIE TUPER,(WIA_451]_ADAMS_RD,16:25:32,16:39:44,"Narrative:  Requests officer assistance for ""Mike"" out of control.  Narrative:  Employee's requesting assistance with Nawazelski, as he  became upset when he found out that he cannot leave the  property. New rules at the facility restrict tenants from  leaving the property, out of concern for contracting the  Covid-19 virus.  Nawazelski was explained the issues, and  stated that he would conform.  Prior to departure,  employee's were concerned again, but Nawazelski was only  speaking loudly to his mother on the cell phone about the  issue.  ",,DISPATCHER LAURIE TUPER,,SERVICES RENDERED
04/01/2020,564,20-3681,1634,911 - PUBLIC SERVICE  SERVICES RENDERED,DISPATCHER LAURIE TUPER,BRIDGES_RD,16:41:17,17:09:08,Narrative  Party locked out of her house.  Narrative  Door opened.  ,,DISPATCHER LAURIE TUPER,,SERVICES RENDERED
04/01/2020,564,20-3693,1730,Initiated - SYSTEM TROUBLE  SERVICES RENDERED,LIEUTENANT MICHAEL J ZIEMBA Jr,[WIA_390]_SIMONDS_RD,,,"Narrative:  Dispatch radios (both) offline. Lt. Ziemba and Pittfield  Communications contacted. Systems rectified, back-up radio  used for duration.  ",,PATROLMAN MICHAEL J ZIEMBA Jr,,SERVICES RENDERED
04/01/2020,564,20-3694.,1800,Phone - DISTURBANCE  LOG ENTRY REQUEST,LIEUTENANT MICHAEL J ZIEMBA Jr,{WIA_165]_ADAMS_RD,,,Narrative:  Staff at the Commons requests Officer's for a male party  being belligerent. Advised through Todd Cairns that we would  not be entering the building for this. It was explained to  them how to handle same through a Section and the ambulance  if needed.  ,,PATROLMAN MICHAEL J ZIEMBA Jr,Phone - DISTURBANCE,LOG ENTRY REQUEST
04/01/2020,564,20-3683,1817,Initiated - BUILDING CHECK  SERVICES RENDERED,PATROL SHUAN N WILLIAM,WATER_ST,18:18:28,18:18:39,Narrative:  Checked 0113  ,,PATROL SHUAN N WILLIAM,Initiated - BUILDING CHECK,SERVICES RENDERED
04/01/2020,564,20-3684,|,20-3684 |  1939  Phone - SUSPICIOUS MOTOR VEHICLE  SERVICES RENDERED,DISPATCHER LAURIE TUPER,MEACHAM_ST,19:46:46,19:50:49,"Narrative  Party, requesting to remain anonymous, reports a black Grand  Cherokee with tinted windows has driven up/down the street  several time. Stops and parks with his lights on. Then goes  up/down the street again. Right now parked by Weston Field.  Narrative:  04/01/2020 1949 - made contact with a vehicle matching the  description. Parties stated nothing wrong, were using  college track facilities.  ",,DISPATCHER LAURIE TUPER,Phone - SUSPICIOUS MOTOR VEHICLE,SERVICES RENDERED
04/02/2020,565,20-3685,1957,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,{WIA_249}_NORTH_ST,19:57:59,19:58:51,Narrative:  done  ,,PATROL JOHN J MCCONNELL JR,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/02/2020,565,20-3686,1958,Initiated ~- BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,{WIA_146]_ADAMS_RD,19:58:28,20:01:16,Narrative  Checked 0003  ,,PATROL SHUAN N WILLIAM,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/02/2020,565,20-3689,2133,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,(WIA_100]_SOUTH_ST,21:33:29,21:52:32,Narrative  Checked 0132  ,,PATROL JOHN J MCCONNELL JR,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/02/2020,565,20-3690,2141,Phone - NOISE COMPLAINT  SERVICES RENDERED,DISPATCHER LAURIE TUPER,MILL_ST,,,Narrative:  Reports construction has been going on for 24 hrs.  straight  Was unable to get any sleep last night. Cannot get her baby  to sleep now. Large spotlight shining into her home. States  other neighbors are complaining also.  Contacted Ed Rondeau who deferred to Brad Furlon.  Brad reports they have to work overnight. It takes 12 hours  to cure the line. He also stated all the Mill St. residents  were notified.  ~  For Date:  04/02/2020  Thursday ,,DISPATCHER LAURIE TUPER,Phone - NOISE COMPLAINT,SERVICES RENDERED
04/02/2020,566,20-3691,0337,Initiated - PARKING CHECK  SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,(WEA_390]_SIMONDS_RD,03:37:18,03:37:32,,,PATROL CRAIG A EICHHAMMER,Initiated - PARKING CHECK,SERVICES RENDERED
04/02/2020,566,20-3692,0741,Phone -  ANIMAL BITE  SERVICES RENDERED,"PATROL DAVID JENNINGS,  D",MAIN_ST,07:45:03,07:52:19,"Narrative  CP was bit by a husky around 20 mins ago.  Narrative  CP reports dog broke skin drawing blood. Unknown male party  was not able to be identified, did not have a vehicle. cP  advised to contact primary care, but declined.  ",,"PATROL DAVID JENNINGS, D",,SERVICES RENDERED
04/02/2020,566,20-3695,0903,Other - PUBLIC RECORDS REQUEST  SERVICES RENDERED,CHIEF KYLE J JOHNSON,,,,Narrative:  Requesting 19-174-AcC / emailed  ,,CHIEF KYLE J JOHNSON,Other - PUBLIC RECORDS REQUEST,SERVICES RENDERED
04/02/2020,566,20-3696,1012,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,HILL_PROVINCE_RD,10:12:51,10:13:34,Narrative  Checked 56-4  17231  Narrative  Checked Area.  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/02/2020,566,20-3697,1015,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,HAWTHORNE._RD,10:15:56,10:17:47,Narrative:  Checked S-4  L735  Narrative:  Checked  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/02/2020,566,20-3698,1026,Initiated - DISTURBANCE  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ  STRATTON RD,Unit:,10:26:22,10:27:10,"Narrative:  DONE,  : Narrative:  Checked  ",,PATROL TANIA HERNANDEZ,,BUILDING CHECKED/SECURED
04/02/2020,567,20-3700,1033,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ  FRENIER AVE,Unit,10:33:58,10:34:45,Narrative  done  Narrative  |  Checked  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/02/2020,567,20-3701,1041,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,NORTH_HOOSAC_RD,10:41:20,10:42:02,Narrative  Checked S§-4  16:24  Narrative  Checked Area.  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/02/2020,567,20-3702,1049,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED  _,PATROL TANIA HERNANDEZ,(WIA_1832]_NORTH_HOOSAC_RD,10:50:16,10:51:32,Narrative  Checked S-4  16:21  Narrative  Checked $-4  19:08  Narrative  Checked Area  Narrative  Checked Area  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/02/2020,567,20-3703:,1103,Phone - VANDALISM  INVESTIGATED / REPORT  TAKEN,"PATROL DAVID JENNINGS, D",(WIA_1832]_NORTH_HOOSAC_RD,11:24:41,11:29:05,Narrative:  Someone smashed CP's window.  Refer To Incident:  20~57-OF  ,,"PATROL DAVID JENNINGS, D",Phone - VANDALISM,INVESTIGATED / REPORT
04/02/2020,568,20-3705,1314,Phone - DISTURBANCE  SERVICES RENDERED,"PATROL DAVID JENNINGS, D",PINES_LODGE_PARK,13:20:26,13:28:11,Narrative  CP reports a male in his early 20's that lives just up the  hill is going door to door asking for a ride and when they  say no he is yelling and screaming.  Narrative  Made contact w/ Tony at home. He needed a ride to N.A. Spoke  w/ Tim Randall who wili be over in 45 min. Tony was calm  and level headed during the exchange.  ,,"PATROL DAVID JENNINGS, D",Phone - DISTURBANCE,SERVICES RENDERED
04/02/2020,568,20-3707,1737,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,{WIA_249]_NORTH_ST,17:37:44,17:38:15,Narrative:  Checked Area.  ,,SERGEANT DAVID R LEMIEUX,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/02/2020,568,20-3708,1755,initiated - BUILDING CHECK  SERVICES RENDERED,PATROL KEVIN P GARNER,[WIA_146]_ADAMS_RD,17:56:19,17:56:29,Narrative:  done  Narrative:  Checked  ,,PATROL KEVIN P GARNER,Initiated - BUILDING CHECK,SERVICES RENDERED
04/02/2020,568,20-3709,©,1807  Initiated - BUILDING CHECK  SERVICES RENDERED,PATROL KEVIN P GARNER,{WIA_100]_SOUTH_ST,18:08:11,18:08:20,Narrative:  done  Narrative:  Checked  ,,PATROL KEVIN P GARNER,Initiated - BUILDING CHECK,SERVICES RENDERED
04/02/2020,568,20-3710,1813,Initiated - BUILDING CHECK  SERVICES RENDERED,PATROL KEVIN P GARNER,WATER_ST,18:14:12,18:14:20,Narrative:  empty ,,PATROL KEVIN P GARNER,Initiated - BUILDING CHECK,SERVICES RENDERED
04/03/2020,569,20-3711.,1946,Initiated - LICENSE TO CARRY  SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,{WIA_390]_SIMONDS_RD,19:46:00,20:08:15,Narrative:  Application & photo via email  For Date:  04/03/2020  =  Priday  ,,SERGEANT DAVID R LEMIEUX,Initiated - LICENSE TO CARRY,SERVICES RENDERED
04/03/2020,569,20-3717:,0030,Phone - SYSTEM TROUBLE  SERVICES RENDERED,LIEUTENANT MICHAEL J ZIEMBA Jr,[WIA_390]_SIMONDS_RD,,,"Narrative:  Business line at all 3 Dispatch phones indicate red ""xX"" on  it states the line is  the line. While trying to call line,  unavailable. While on the phone w/ 83, the phones went back  to normal with no intervention on our part.  ",,PATROLMAN MICHAEL J ZIEMBA Jr,Phone - SYSTEM TROUBLE,SERVICES RENDERED
04/03/2020,569,20-3714,0042,Phone - SUSPICIOUS ACTIVITY  SERVICES RENDERED,SERGEANT PAUL D THOMPSON,{WIA_1832]_NORTH_HOOSAC_RD,00:49:13,00:54:40,"Narrative  Complainant states that someone keeps ringing her doorbell  Started at 2200 and just woke her up now. No need to see  complainant.  Narrative  Checked area, unable to locate anyone. Spoke to a resident  walking her dogs in the area, she didn't see anyone either  ",,SERGEANT PAUL D THOMPSON,Phone - SUSPICIOUS ACTIVITY,SERVICES RENDERED
04/03/2020,569,20-3715,0332,Initiated - PARKING CHECK  SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,{WIA_390]_SIMONDS_RD,03:32:28,03:32:33,,,PATROLMAN SCOTT SKORUPSKI,Initiated - PARKING CHECK,SERVICES RENDERED
04/03/2020,569,20-3716,;,0616  911 -  9-1-1 WRONG NUMBER  SERVICES RENDERED,SERGEANT PAUL D THOMPSON,,,,Narrative:  Party dialed 9-1-1 by accident taking her apple watch off.  ,,SERGEANT PAUL D THOMPSON,911 - 9-1-1 WRONG NUMBER,SERVICES RENDERED
04/03/2020,569,20-3718,0706,Phone - ALARM - BURGLAR  ALARM FOUNDED,SERGEANT PAUL D THOMPSON,SOUTH_ST,,07:10:35,Narrative:  Interior motion.  Narrative: ,,SERGEANT PAUL D THOMPSON,Phone - ALARM - BURGLAR,ALARM
04/03/2020,570,20-3720,0731,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,NORTH_HOOSAC_RD,07:31:10,07:32:11,Narrative  Checked  Narrative  done  Narrative  Checked  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/03/2020,570,20-3721,0.73,3  Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,{WIA_1832]_NORTH_HOOSAC_RD,07:34:12,07:36:11,Narrative  Checked  Narrative  Checked S-4  19:15  Narrative  done  Narrative  Checked  Narrative  Checked  0858  Initiated - BUILDING CHECK  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/03/2020,570,20-3722.,BUIL,DING CHECKED/SECURED,LIEUTENANT MICHAEL J ZIEMBA Jr,HILL_PROVINCE_RD,08:58:08,08:58:21,Narrative  Checked S-4  16:24  Narrative  done  Narrative  Checked  ,,PATROLMAN MICHAEL J ZIEMBA Jr,,BUILDING CHECKED/SECURED
04/03/2020,570,20-3723,0859,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,LIEUTENANT MICHAEL J ZIEMBA Jr,HAWTHORNE_RD,09:00:04,09:00:12,Narrative  Checked $-4  16:27 ,,PATROLMAN MICHAEL J ZIEMBA Jr,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/03/2020,571,20-3724,0900,Initiated - ASSIST OTHER AGENCY - FIRE  SERVICES RENDERED,"PATROL DAVID JENNINGS, D  RIVER RUN",Unit:,09:00:00,12:25:59,Narrative:  Testing fire alarm.  ,,"PATROL DAVID JENNINGS, D",Initiated - ASSIST OTHER AGENCY - FIRE,SERVICES RENDERED
04/03/2020,571,20-3725,0952,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,STRATTON_RD,09:52:30,09:53:36,Narrative  Checked  Narrative  Checked Area.  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/03/2020,571,20-3726,0954,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,LONGVIEW_TER,09:54:39,09:55:12,Narrative  Checked  Narrative  Checked Area.  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/03/2020,571,20-3727,0958,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,FRENIER_AVE,09:58:47,09:59:43,Narrative  Checked  Narrative  Checked Area.  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/03/2020,571,20-3731,1248,Walk-In -  LARCENY  LOG ENTRY REQUEST,"PATROL DAVID JENNINGS, D",(WIA_472]_FOREST_RD,13:26:59,13:29:31,Narrative:  cP in station reporting identity theft in connection with a  Chase bank account in the past few weeks.  ,,"PATROL DAVID JENNINGS, D",,LOG ENTRY REQUEST
04/03/2020,572,20-3736.,Call,,SERGEANT DAVID R LEMIEUX,{WIA_249]_NORTH_ST,17:12:23,17:13:56,Narrative  done  Narrative  Checked  ,,SERGEANT DAVID R LEMIEUX,,
04/03/2020,572,20-3737,1719,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,WATER_ST,17:20:08,17:21:11,Narrative  Checked Area.  ,,SERGEANT DAVID R LEMIEUX,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/03/2020,572,20-3739,1720,Phone - ASSIST OTHER AGENCY - POLICE  SERVICES RENDERED,DISPATCHER LAURIE TUPER,(WIA_390]_SIMONDS_RD,17:25:54,18:00:53,Narrative  Requests to use WPD's Breathalyzer.  1735 hrs. Officer Meranti arrived with prisoner.  Narrative  20~-40~-PR  ,,DISPATCHER LAURIE TUPER,Phone - ASSIST OTHER AGENCY - POLICE,SERVICES RENDERED
04/03/2020,572,20-3738,|,20-3738 |  1725  Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX  ADAMS RD,Unit,-17:25:48,17:27:16,"Narrative  Checked Area. Found a m/v parked in the parking lot,  unoccupied.  ",,SERGEANT DAVID R LEMIEUX,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/03/2020,572,20-3740,1855,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,(WIA_100]_SOUTH_ST,18:55:54,19:00:09,Narrative ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/04/2020,573,20-3743,0138,Initiated - SUSPICIOUS MOTOR VEHICLE  BUILDING CHECKED/SECURED,PATROLMAN SCOTT SKORUPSKI  [WIA 155] WATER ST,Unit,01:41:17,01:41:59,"Narrative:  M/V parked in the parking lot, unoccupied  ",,PATROLMAN SCOTT SKORUPSKI,Initiated - SUSPICIOUS MOTOR VEHICLE,BUILDING CHECKED/SECURED
04/04/2020,573,20-3744,0209,Initiated - ASSIST OTHER AGENCY - DPW  SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,{WIA_501]_BULKLEY_ST,02:14:28,02:14:35,Narrative  Man hole cover open and in need of repair. Cover replaced.  ,,PATROL KALVIN DZIEDZIAK,Initiated - ASSIST OTHER AGENCY,SERVICES RENDERED
04/04/2020,573,20-3748,6323,911i - NOISE COMPLAINT  SERVICES RENDERED,SERGEANT PAUL D THOMPSON,{WIA_2089]_CHURCH_ST,03:42:15,03:45:50,Narrative  Caller claims that party in 207 is making noise and stomping  on floor. Patrol dispatched to swing by outside of building  to deter same.  ,,SERGEANT PAUL D THOMPSON,911 - NOISE COMPLAINT,SERVICES RENDERED
04/04/2020,573,20-3745,0328,Other - PUBLIC RECORDS REQUEST  SERVICES RENDERED,SERGEANT PAUL D THOMPSON  .,,,,Narrative:  Bates College request for Clery Information. Sent via email.  ,,SERGEANT PAUL D THOMPSON,Other - PUBLIC RECORDS REQUEST,SERVICES RENDERED
04/04/2020,573,20-3746,-,3746 -  0329  Initiated - PARKING CHECK  SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,[WIA_390]_SIMONDS_RD,03:30:19,03:30:25,,,PATROLMAN SCOTT SKORUPSKI,Initiated - PARKING CHECK,SERVICES RENDERED
04/04/2020,573,20-3750,0909,911 - ANIMAL CONTROL  SERVICES RENDERED,"PATROL DAVID JENNINGS, D",JEROME_DR,,,Narrative:  Tan small dog got out of her back yard.  ,,"PATROL DAVID JENNINGS, D",,SERVICES RENDERED
04/04/2020,573,20-3751,1011,initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,NORTH_ST,10:11:48,10:12:04,Narrative  Checked S-4  16:41 ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/04/2020,574,20-3752,1014,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,HAWTHORNE_RD,10:14:22,10:14;49,Narrative  Checked 5-4  16:48  Narrative  Checked Area.  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/04/2020,574,20-3753,1016,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,HILL_PROVINCE_RD,10:16:16,10:16:37,Narrative  Checke@ad S-4  16:44  Narrative  Checked 0027  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/04/2020,574,20-3754,1021,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,NORTH_HOOSAC_RD,10:21:37,10:21:44,Narrative  Checked S-4  16:36  Narrative  Checked 0243  1023  Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/04/2020,574,20-3755,|,20-3755 |,SERGEANT SCOTT E MCGOWAN,[WIA_1832]_NORTH_HOOSAC_RD,10:23:22,10:23:46,Narrative  Checked S-4  16:24  Narrative  Checked §-4  19:34  Narrative  Checked 2321  . Narrative  Checked 0322  ,,SERGEANT SCOTT E MCGOWAN,,
04/04/2020,575,20-3757.,BUIL,DING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,STRATTON_RD,10:37:49,10:38:05,Narrative:  checked  Narrative:  Checked Area.  ,,SERGEANT SCOTT E MCGOWAN,,BUILDING CHECKED/SECURED
04/04/2020,575,20-3758,1038,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,LONGVIEW_TER,10:39:04,10:39:29,Narrative:  checked  Narrative:  Checked Area.  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/04/2020,575,20-3753,1133,Phone - ASSIST OTHER AGENCY  ~ DPW  SERVICES RENDERED,"PATROL DAVID JENNINGS, D",BULKLEY_ST,11:41:01,11:45:52,"Narrative  CP reports a manhole cover that is half off, possibly same  one from early this morning.  Narrative  Entire manhole base unsecured, cover back on and traffic  cone placed on top.  Narrative  DPW notified.  ",,"PATROL DAVID JENNINGS, D",Phone - ASSIST OTHER AGENCY,SERVICES RENDERED
04/04/2020,575,20-3760,1217,Phone - BURN PERMIT  LOG ENTRY REQUEST,"PATROL DAVID JENNINGS, D",{WIA_1652]_CHESTNUT_ST,14:43:22,14:57:26,Narrative:  225 south st  323 hopper rd  2087 cold spring rd  314 luce rd  160 sandsprings rd  462 henderson rd  ,,"PATROL DAVID JENNINGS, D",Phone - BURN PERMIT,LOG ENTRY REQUEST
04/05/2020,576,20-3763,1738,Phone -  ANIMAL CONTROL  NO ACTION REQUIRED,DISPATCHER LAURIE TUPER  [WIA F7] SOUTH ST,Narrative,,,"Narrative  Reports a group of loose cows gathering in the rear of the  Clark, where the summer concerts are held.  Narrative  CP called back to report the owner just drove in and is  taken care of the situation.  ",,DISPATCHER LAURIE TUPER,Phone - ANIMAL CONTROL,NO ACTION REQUIRED
04/05/2020,576,20-3764:,1940,Initiated ~ BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,ADAMS_RD,19:41:04,19:42:27,Narrative  Checked Area.  ,,SERGEANT DAVID R LEMIEUX,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/05/2020,576,20-3765,1946,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED  -,SERGEANT DAVID R LEMIEUX,SOUTH_ST,19:47:58,19:54:47,Narrative  Checked Area.  ,,SERGEANT DAVID R LEMIEUX,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/05/2020,576,20-3766.,2125,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR  dress  WATER ST,,,21:25:53,Narrative:  Checked Area.  |  ao  For Date: 04/05/2020  Sunday  ,,PATROL JOHN J MCCONNELL JR,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/05/2020,576,20-3767,0351,Initiated - PARKING CHECK  SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,{WIA_390]_SIMONDS_RD,03:51:43,03:51:54,Narrative  Checked S-4  17:10  Narrative  Checked 0001  ,,PATROL CRAIG A EICHHAMMER,Initiated - PARKING CHECK,SERVICES RENDERED
04/05/2020,577,20-3770.,0818,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,{WIA_1832]_NORTH_HOOSAC_RD,08:18:41,08:19:25,Narrative  Checked  Narrative  Checked S-4  16:55  Narrative  checked  Narrative  Checked 2330  Narrative  Checked 0325  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/05/2020,577,20-3771,0819,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,HAWTHORNE_RD,08:19:43,08:20:06,Narrative  Checked S~4  17:14  Narrative  Checked Area.  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/05/2020,577,20-3772,°,0820  Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E. MCGOWAN,NORTH_HOOSAC_RD,08:21:10,08:21:25,Narrative  Checked S§-4  16:58  Narrative  Checked 0149  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/05/2020,577,20-3773,|,20-3773 |  0824  Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,STRATTON_RD,08:24:58,08:25:38,Narrative: ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/05/2020,578,20-3774,0826,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,FRENIER_AVE,08:26:20,08:26:33,Narrative:  checked  Narrative:  Checked Area.  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/05/2020,578,20-3775,0826,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,LONGVIEW_TER,08:26:54,08:27:23,Narrative:  checked  Narrative:  Checked Area.  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/05/2020,578,20-3776,0830,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,NORTH_ST,08:30:40,08:30:56,Narrative:  Checked S-~4 17:08  Narrative:  Checked 2347  Initiated - BUILDING CHECK  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
04/05/2020,578,20-3777,0907,BUILDING CHECKED/SECURED  Calli Taker  PATROL BRAD SACCO,,{WIA_100]_SOUTH_ST,09:07:57,09:10:21,Narrative  checked  Narrative  Checked Area.  ,,,,BUILDING CHECKED/SECURED
04/05/2020,578,20-3778,1039,Phone ~ ROAD CONDITIONS  SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,COLE_AVE,10:41:59,10:50:20,Narrative  Passerby reports the plate across Cole Ave seems to be  shifting. ,,DISPATCHER LAURIE TUPER,Phone - ROAD CONDITIONS,SERVICES RENDERED
04/05/2020,579,20-3780,—,1052  Phone - TRAFFIC COMPLAINT  UNABLE TO LOCATE,DISPATCHER CHRISTINE LEMOINE,SIMONDS_RD,10:58:56,11:06:30,Narrative  Red nissan sentra that was speeding and crossing centerline  heading toward williamstown from pownal on Rt 7. Transfered  to Shaftsbury as the vehicle was located at Stewarts  currently but may be heading this way shortly.  ,,DISPATCHER LAURIE TUPER,Phone - TRAFFIC COMPLAINT,UNABLE TO LOCATE
